machine_id,cell,N,death_q,trial,cycles,useful_pct,processing_pct,delivery_pct,discarded_pct
minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,1000000,0,1,44818345,60.0,22.0,0.1,17.9
minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,1000000,0,1,46060077,58.9,23.5,0.1,17.5
minibits-b7641c0e,L1.B1.w1-halide.w2-opt,1000000,0,1,44305445,59.3,22.9,0.1,17.8
minibits-b7641c0e,L1.B6.w1-autovec.w2-fused,1000000,0,1,45111625,59.1,23.2,0.1,17.7
