run_id,machine_id,cell,mode,death_q,threads,N,bytes_per_particle,trial,ns_frame,ns_particle
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.25,1,262000,68,0,2861087.3,10.9202
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.25,1,262000,68,1,2862506.7,10.9256
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.25,1,262000,68,2,2878492.5,10.9866
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.25,1,1000000,68,0,10927906.0,10.9279
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.25,1,1000000,68,1,10937373.3,10.9374
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.25,1,1000000,68,2,10927128.8,10.9271
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.25,1,4000000,68,0,43782672.5,10.9457
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.25,1,4000000,68,1,43788941.0,10.9472
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.25,1,4000000,68,2,43775185.6,10.9438
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.25,1,16000000,68,0,175250877.3,10.9532
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.25,1,16000000,68,1,175215555.8,10.9510
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.25,1,16000000,68,2,175238975.0,10.9524
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.25,1,64000000,68,0,736502140.4,11.5078
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.25,1,64000000,68,1,708729589.8,11.0739
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.25,1,64000000,68,2,704492342.3,11.0077
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.01,1,4000,68,0,45885.0,11.4713
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.01,1,4000,68,1,39579.8,9.8949
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.01,1,4000,68,2,33889.8,8.4724
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.01,1,16000,68,0,109433.8,6.8396
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.01,1,16000,68,1,93104.4,5.8190
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.01,1,16000,68,2,83987.5,5.2492
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.01,1,65000,68,0,330505.0,5.0847
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.01,1,65000,68,1,340265.8,5.2349
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.01,1,65000,68,2,339914.6,5.2295
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.01,1,262000,68,0,1309441.7,4.9979
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.01,1,262000,68,1,1349538.1,5.1509
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.01,1,262000,68,2,1342955.8,5.1258
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.01,1,1000000,68,0,4864378.3,4.8644
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.01,1,1000000,68,1,4990721.7,4.9907
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.01,1,1000000,68,2,4992491.9,4.9925
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.01,1,4000000,68,0,19129468.8,4.7824
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.01,1,4000000,68,1,19629654.4,4.9074
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.01,1,4000000,68,2,19623636.9,4.9059
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.01,1,16000000,68,0,76020621.0,4.7513
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.01,1,16000000,68,1,77886833.8,4.8679
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.01,1,16000000,68,2,77889046.5,4.8681
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.01,1,64000000,68,0,305694738.5,4.7765
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.01,1,64000000,68,1,320172290.0,5.0027
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.01,1,64000000,68,2,314286341.0,4.9107
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.05,1,4000,68,0,52164.8,13.0412
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.05,1,4000,68,1,45241.9,11.3105
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.05,1,4000,68,2,37831.0,9.4578
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.05,1,16000,68,0,122286.0,7.6429
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.05,1,16000,68,1,101724.0,6.3577
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.05,1,16000,68,2,94482.1,5.9051
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.05,1,65000,68,0,376887.7,5.7983
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.05,1,65000,68,1,380285.6,5.8505
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.05,1,65000,68,2,379648.1,5.8407
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.05,1,262000,68,0,1498619.4,5.7199
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.05,1,262000,68,1,1509671.3,5.7621
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.05,1,262000,68,2,1506316.9,5.7493
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.05,1,1000000,68,0,5659040.0,5.6590
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.05,1,1000000,68,1,5704029.8,5.7040
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.05,1,1000000,68,2,5700208.3,5.7002
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.05,1,4000000,68,0,22541216.5,5.6353
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.05,1,4000000,68,1,22678244.0,5.6696
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.05,1,4000000,68,2,22678676.5,5.6697
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.05,1,16000000,68,0,89798785.4,5.6124
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.05,1,16000000,68,1,90444228.1,5.6528
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.05,1,16000000,68,2,90449429.2,5.6531
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.05,1,64000000,68,0,362260300.6,5.6603
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.05,1,64000000,68,1,364763051.9,5.6994
20260801T185156Z-minibits-b7641c0e-513db44,minibits-b7641c0e,L1.B1.w1-autovec.w2-opt,frame,0.05,1,64000000,68,2,364078455.0,5.6887
