run_id,machine_id,cell,mode,death_q,threads,N,bytes_per_particle,trial,ns_frame,ns_particle
20260801T200454Z-minibits-b7641c0e-7e59438,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.01,1,4000,68,0,33449.0,8.3622
20260801T200454Z-minibits-b7641c0e-7e59438,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.01,1,4000,68,1,32359.6,8.0899
20260801T200454Z-minibits-b7641c0e-7e59438,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.01,1,4000,68,2,32797.9,8.1995
20260801T200454Z-minibits-b7641c0e-7e59438,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.01,1,16000,68,0,127263.3,7.9540
20260801T200454Z-minibits-b7641c0e-7e59438,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.01,1,16000,68,1,127025.8,7.9391
20260801T200454Z-minibits-b7641c0e-7e59438,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.01,1,16000,68,2,127302.3,7.9564
20260801T200454Z-minibits-b7641c0e-7e59438,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.01,1,65000,68,0,505865.6,7.7825
20260801T200454Z-minibits-b7641c0e-7e59438,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.01,1,65000,68,1,501345.2,7.7130
20260801T200454Z-minibits-b7641c0e-7e59438,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.01,1,65000,68,2,495460.8,7.6225
20260801T200454Z-minibits-b7641c0e-7e59438,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.01,1,262000,68,0,1999599.8,7.6321
20260801T200454Z-minibits-b7641c0e-7e59438,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.01,1,262000,68,1,1976239.6,7.5429
20260801T200454Z-minibits-b7641c0e-7e59438,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.01,1,262000,68,2,1991695.2,7.6019
20260801T200454Z-minibits-b7641c0e-7e59438,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.01,1,1000000,68,0,7566079.2,7.5661
20260801T200454Z-minibits-b7641c0e-7e59438,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.01,1,1000000,68,1,7660447.1,7.6604
20260801T200454Z-minibits-b7641c0e-7e59438,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.01,1,1000000,68,2,7652689.8,7.6527
20260801T200454Z-minibits-b7641c0e-7e59438,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.01,1,4000000,68,0,30606354.8,7.6516
20260801T200454Z-minibits-b7641c0e-7e59438,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.01,1,4000000,68,1,30597641.5,7.6494
20260801T200454Z-minibits-b7641c0e-7e59438,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.01,1,4000000,68,2,30631506.3,7.6579
20260801T200454Z-minibits-b7641c0e-7e59438,minibits-b7641c0e,L1.B1.w1-autovec.w2-simple,frame,0.05,1,4000,68,0,75701.0,18.9253
